tanggal,komoditas,level,no_urut,harga_rp,provinsi,diambil_pada_utc
2026-07-07,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-08,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-09,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-10,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-13,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-14,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-15,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-16,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-17,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-20,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-21,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-22,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-23,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-24,Cabai Merah,1,VI,30350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-27,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-28,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-29,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-30,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-31,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-03,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-04,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-05,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-06,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-07,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-10,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-11,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-12,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-13,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-14,Cabai Merah,1,VI,25850.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-06,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-07,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-08,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-09,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-10,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-13,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-14,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-15,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-16,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-17,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-20,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-21,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-22,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-23,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-24,Cabai Merah Besar,2,1,37350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-27,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-28,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-29,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-30,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-31,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-03,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-04,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-05,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-06,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-07,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-10,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-11,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-12,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-13,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-14,Cabai Merah Besar,2,1,31650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-06,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-07,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-08,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-09,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-10,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-13,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-14,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-15,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-16,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-17,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-20,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-21,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-22,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-23,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-24,Cabai Merah Keriting ,2,2,23350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-27,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-28,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-29,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-30,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-31,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-03,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-04,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-05,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-06,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-07,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-10,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-11,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-12,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-13,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-14,Cabai Merah Keriting ,2,2,20000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-06,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-07,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-08,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-09,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-10,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-13,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-14,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-15,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-16,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-17,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-20,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-21,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-22,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-23,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-24,Cabai Rawit,1,VII,45350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-27,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-28,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-29,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-30,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-31,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-03,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-04,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-05,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-06,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-07,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-10,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-11,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-12,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-13,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-14,Cabai Rawit,1,VII,31250.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-06,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-07,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-08,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-09,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-10,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-13,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-14,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-15,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-16,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-17,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-20,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-21,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-22,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-23,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-24,Cabai Rawit Hijau,2,1,43650.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-27,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-28,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-29,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-30,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-31,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-03,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-04,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-05,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-06,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-07,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-10,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-11,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-12,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-13,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-14,Cabai Rawit Hijau,2,1,33150.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-06,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-07,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-08,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-09,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-10,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-13,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-14,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-15,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-16,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-17,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-20,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-21,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-22,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-23,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-24,Cabai Rawit Merah,2,2,47000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-27,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-28,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-29,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-30,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-31,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-03,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-04,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-05,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-06,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-07,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-10,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-11,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-12,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-13,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-14,Cabai Rawit Merah,2,2,29350.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-06,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-07,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-08,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-09,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-10,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-13,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-14,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-15,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-16,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-17,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-20,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-21,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-22,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-23,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-24,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-27,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-28,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-29,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-30,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-31,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-03,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-04,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-05,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-06,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-07,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-10,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-11,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-12,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-13,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-14,Gula Pasir,1,VIII,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-06,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-07,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-08,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-09,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-10,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-13,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-14,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-15,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-16,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-17,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-20,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-21,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-22,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-23,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-24,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-27,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-28,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-29,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-30,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-07-31,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-03,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-04,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-05,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-06,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-07,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-10,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-11,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-12,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-13,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-08-14,Gula Pasir Kualitas Premium,2,1,16000.0,DI Yogyakarta,2026-08-30T11:38:13.847136+00:00
2026-05-11,Beras,1,I,14000.0,DI Yogyakarta,2026-08-30T11:38:18.765381+00:00
2026-05-12,Beras,1,I,14000.0,DI Yogyakarta,2026-08-30T11:38:18.765381+00:00
2026-05-13,Beras,1,I,14000.0,DI Yogyakarta,2026-08-30T11:38:18.765381+00:00
